Item,ID,Name,Type,SKU,Options,"Inventory Tracking","Current Stock","Low Stock",Price,"Cost Price","Retail Price","Sale Price","Brand ID",Channels,Categories,Description,"Custom Fields","Page Title","Product URL","Meta Description","Search Keywords","Meta Keywords","Bin Picking Number",UPC/EAN,"Global Trade Number","Manufacturer Part Number","Free Shipping","Fixed Shipping Cost","Shipping Groups","Origin Locations","Dimensional Rules",Weight,Width,Height,Depth,"Is Visible","Is Featured",Warranty,"Tax Class","Product Condition","Show Product Condition","Sort Order","Variant Image URL","Internal Image URL (Export)","Image URL (Import)","Image Description","Image is Thumbnail","Image Sort Order","YouTube ID","Video Title","Video Description","Video Sort Order"
Image,979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/455/images/979/RF100015__15796.1729227693.386.513.png?c=1,,,TRUE,0,,,,
Image,980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/455/images/980/RF100015_2__47789.1729227693.386.513.png?c=1,,,FALSE,1,,,,
Product,456,"Válvula de alivio Ford Focus RS 2.3T 2016+",physical,TS-0203-1064,,product,2,1,5520.00,0.00,0.00,4970.00,39,1;769857,214,"<p style=""text-align: justify;"">El Turbosmart Kompact Shortie VR08 se adapta al Ford Focus RS 2016. Este reemplazo, f&aacute;cil de instalar, para la fr&aacute;gil v&aacute;lvula de purga de pl&aacute;stico OEM, ofrece una respuesta de turbo mejorada y una reducci&oacute;n de desgate del compresor.</p>
<p style=""text-align: justify;"">El puerto dual es una v&aacute;lvula de recirculaci&oacute;n/ventilaci&oacute;n a la atm&oacute;sfera 50-50 para ese sonido cl&aacute;sico de ventilaci&oacute;n a la atm&oacute;sfera con un impulso significativo y un funcionamiento silencioso con un impulso bajo.</p>
<p style=""text-align: justify;"">La v&aacute;lvula de descarga Kompact Shortie para el Focus RS se ha desarrollado teniendo en cuenta la alta presi&oacute;n de sobrealimentaci&oacute;n del Focus para mejorar el rendimiento y la durabilidad. Las v&aacute;lvulas de purga de pl&aacute;stico OEM, como las del RS, tienen un historial de fallas: tienen fugas y se vuelven quebradizas con el tiempo hasta que eventualmente se agrietan, causando problemas graves. Al producir alrededor de 23 PSI de presi&oacute;n de sobrealimentaci&oacute;n en su forma est&aacute;ndar, el Focus ya est&aacute; superando los l&iacute;mites de su v&aacute;lvula de purga de pl&aacute;stico est&aacute;ndar, y no hay mucho espacio para aumentar el impulso antes de que la v&aacute;lvula est&aacute;ndar tenga dificultades para mantener el ritmo.</p>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li style=""text-align: justify;"">Ford Focus RS MK3 2.3L Turbo 2016+</li>
</ul>",,,/valvula-de-alivio-ford-focus-rs-2-3t-2016/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/456/images/981/TS-0203-1064__97291.1729463722.386.513.jpg?c=1,,,TRUE,0,,,,
Product,457,"Kit de turbo TR G670 Subaru BRZ 2.4L 2022+",physical,TS1063,,product,2,1,104080.00,0.00,0.00,92510.00,100,1;769857,296;243,"<p>El kit de turbo de Tomioka Racing es una soluci&oacute;n todo en uno para aumentar la potencia del Subaru BRZ, ahora disponible en nuestra versi&oacute;n patentada con baleros. El kit viene con un turbo de rueda de compresor de palanquilla de 58/76 mm con tecnolog&iacute;a de rodamiento de bolas de cer&aacute;mica dual y un actuador de compuerta de descarga de palanquilla.</p>
<p>Este kit turbo puede agregar desde de 125 caballos de fuerza en adelante al sistema original. En una transmisi&oacute;n manual, se recomienda encarecidamente un kit de clutch mejorado, aunque no es obligatorio. Este kit funciona perfectamente bien con transmisi&oacute;n autom&aacute;tica.</p>
<p>Con baleros cer&aacute;micos personalizados de 54 mm, requiere menos aceite para funcionar y puede girar m&aacute;s r&aacute;pido. El turbo est&aacute; enfriado por agua y aceite y viene con una unidad de baleros doble para girar m&aacute;s r&aacute;pido.</p>
<p>Resultados de rendimiento:</p>
<ul>
<li>En 91/93 octanos (10PSI) con modificaciones de escape seleccionadas, 300 a 325 WHP.</li>
<li>Con etanol E85, hasta 500 WHP en motor mejorado con modificaciones de combustible mejoradas.</li>
</ul>
<p>Ahora presenta el filtro de aire c&oacute;nico BMC. Dise&ntilde;ado para entrada de aire directa, nos asociamos con BMC para crear nuestro kit turbo completo con un sistema de filtro de aire de primera l&iacute;nea.</p>
<p>Contenido del kit:</p>
<ul>
<li>Turbocompresor.</li>
<li>Intercooler de montaje frontal de aluminio doblado con mandril.</li>
<li>Colector turbo y tuber&iacute;a de escape de acero inoxidable soldados con TIG.</li>
<li>Tubo de carga.</li>
<li>Toma de aire.</li>
<li>Sensor MAP OMNI de 3 barras.</li>
<li>Manguera de silicona de 4 capas.</li>
<li>Manta turbo de alta temperatura.</li>
<li>Todo el hardware necesario para instalar.</li>
<li>Filtro de aire BMC Filtro c&oacute;nico FBSA70-110.</li>
<li>1 adhesivo para parabrisas TR.</li>
</ul>
<p>Notas:</p>
<p>Para reprogramar tu veh&iacute;culo, recomendamos reprogramaci&oacute;n Ecutek la cual tambi&eacute;n ofrecemos junto a una instalaci&oacute;n profesional.</p>
<p>Aplicaciones:</p>
<ul>
<li>Subaru BRZ 4B 2.4L 2022+</li>
</ul>",,,/kit-de-turbo-tr-g670-subaru-brz-2-4l-2022/,,,,,,,,FALSE,2000.00,,,,20.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/457/images/982/TR-TS1063_1__48040.1729980781.386.513.jpg?c=1,,,TRUE,0,,,,
Image,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/457/images/983/TR-TS1063_4__73934.1729980781.386.513.jpg?c=1,,,FALSE,3,,,,
Image,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/457/images/984/TR-TS1063_3__72023.1729980781.386.513.jpg?c=1,,,FALSE,2,,,,
Image,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/457/images/985/TR-TS1063_2__47138.1729980781.386.513.jpg?c=1,,,FALSE,1,,,,
Product,458,"Turbo TR IHX475 Audi/Cupra/Seat/Volkswagen 1.8T/2.0T EA888 Gen 3 (MQB) 475HP",physical,TW1003,,product,2,1,50050.00,0.00,0.00,44490.00,100,1;769857,296;273;293;279;280,"<p style=""text-align: justify;"">&iexcl;La actualizaci&oacute;n perfecta para generar gran potencia manteniendo la admisi&oacute;n, el downpipe y el intercooler originales! Derivado de una carcasa IS38 original del VW MKVII Golf R y Audi S3, Tomioka Racing aument&oacute; el volumen de velocidad de la carcasa de f&aacute;brica para albergar baleros, ruedas de compresor y turbinas m&aacute;s grandes y mejores.</p>
<p style=""text-align: justify;"">Este turbocompresor es completamente nuevo y se fabrica desde cero. En lugar de colocar nuevos componentes internos en una carcasa IS38 original, Tomioka Racing construy&oacute; su propia carcasa para usar con los internos personalizados, lo que result&oacute; beneficioso ya que se corrigieron todos los defectos con los componentes internos y la carcasa IS38 originales, como grietas en la carcasa y rotura del eje original.</p>
<p style=""text-align: justify;"">El IHX475 es el siguiente paso para generar potencia con el chasis modular de la plataforma VAG MQB y los motores EA888 1.8T/2.0T. Gracias a una rueda de compresor de palanquilla redise&ntilde;ada, el IHX475 es capaz de entregar m&aacute;s potencia con una respuesta m&aacute;s r&aacute;pida que un turbocompresor original del Golf R/S3, manteniendo su durabilidad en situaciones de alto impulso. Creado para una mayor longevidad con tolerancias estrictas, el turbocompresor tiene un equilibrio VSR a altas velocidades.</p>
<p style=""text-align: justify;"">Para ayudar al turbo a generar energ&iacute;a, con el kit se incluye un tubo de entrada de turbo de aluminio mejorado y una v&aacute;lvula desviadora mecanizada por CNC de palanquilla completa. El turbocompresor IHX475 cuenta con una carcasa de escape liviana de acero inoxidable con acabado de cera perdida, a diferencia de la carcasa de hierro fundido del IS38 est&aacute;ndar. Esto permite que el IHX475 sea m&aacute;s liviano que el IS38 en general y tenga una mejor retenci&oacute;n de calor. El IHX475 tambi&eacute;n se puede acoplar para encajar en el Porsche Macan Turbo EA888.</p>
<p style=""text-align: justify;"">Rendimiento:</p>
<p style=""text-align: justify;"">Capaz de generar hasta 475HP en conjunto con diversas mejoras para la misma plataforma.</p>
<p>Aplicaciones:</p>
<ul>
<li>Audi A3 (8V) 1.8T/2.0T TFSI 2015-2020</li>
<li>Audi S3 Quattro (8V) 2.0T 2015-2020</li>
<li>Seat Leon Cupra 2.0T TSI MK3 2015-2020</li>
<li>Volkswagen Golf GTI 2.0T MK7 2015-2020</li>
<li>Volkswagen Golf R 2.0T MK7 2015-2020</li>
</ul>",,,/turbo-tr-ihx475-audi-cupra-seat-volkswagen-1ea888-gen-3-mqb-475hp/,,,,,,,,FALSE,1200.00,,,,10.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/458/images/986/TR-TW1003_3__49181.1729981443.386.513.jpg?c=1,,,FALSE,2,,,,
Image,987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/458/images/987/TR-TW1003_4__52954.1729981443.386.513.jpg?c=1,,,TRUE,0,,,,
Image,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/458/images/988/TR-TW1003_1__50774.1729981443.386.513.jpg?c=1,,,FALSE,3,,,,
Image,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/458/images/989/TR-TW1003_2__26243.1729981443.386.513.jpg?c=1,,,FALSE,1,,,,
Product,459,"Turbo TR IHX675 Audi/Cupra/Seat/Volkswagen 1.8T/2.0T EA888 Gen 3 (MQB) 675HP",physical,TW1007,,product,2,1,81990.00,0.00,0.00,73510.00,100,1;769857,296;273;293;279;280,"<p style=""text-align: justify;"">Ahora disponible con tecnolog&iacute;a de baleros de bolas de cer&aacute;mica dual (DCBB), una rueda de compresor de palanquilla de carrera fresada puntualmente y listo para llevar su EA888 1.8T o 2.0T al siguiente nivel. Despu&eacute;s de pruebas incansables de nuestros IHX475 e IHX600 para el motor VW/Audi EA888 MQB, el DCBB IHX675 es nuestro turbo IHX de bobinado m&aacute;s r&aacute;pido y potente hasta la fecha. Con un &aacute;rea de carcasa m&aacute;s grande que la del IHX600, el kit turbo ayudar&aacute; al motor a generar m&aacute;s de 675 HP. Todav&iacute;a 100% atornillado y listo para funcionar con todo lo que necesitas para realizar la instalaci&oacute;n. El turbocompresor DCBB IHX675 todav&iacute;a es completamente nuevo y se fabrica desde cero.</p>
<p style=""text-align: justify;"">Rendimiento:</p>
<p style=""text-align: justify;"">Capaz de generar hasta +675HP en conjunto con diversas mejoras para la misma plataforma.</p>
<p>Aplicaciones:</p>
<ul>
<li>Audi A3 (8V) 1.8T/2.0T TFSI 2015-2020</li>
<li>Audi S3 Quattro (8V) 2.0T 2015-2020</li>
<li>Seat Leon Cupra 2.0T TSI MK3 2015-2020</li>
<li>Volkswagen Golf GTI 2.0T MK7 2015-2020</li>
<li>Volkswagen Golf R 2.0T MK7 2015-2020</li>
</ul>",,,/turbo-tr-ihx675-audi-cupra-seat-volkswagen-1-8t-2-0t-ea888-gen-3-mqb-675hp/,,,,,,,,FALSE,1200.00,,,,10.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/459/images/990/TR-TW1007_1__96765.1729981825.386.513.jpg?c=1,,,TRUE,0,,,,
Image,991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/459/images/991/TR-TW1007_3__09580.1729981825.386.513.jpg?c=1,,,FALSE,2,,,,
Image,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/459/images/992/TR-TW1007_2__64922.1729981825.386.513.jpg?c=1,,,FALSE,1,,,,
Image,993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/459/images/993/TR-TW1007_4__08464.1729981825.386.513.jpg?c=1,,,FALSE,3,,,,
Product,460,"Kit de poleas aligeradas Subaru BRZ 2.0L +13",physical,TM2046,,product,2,1,8760.00,0.00,0.00,7830.00,100,1;769857,264;243,"<p style=""text-align: justify;"">Presentamos el &uacute;ltimo lanzamiento de poleas livianas para Subaru BRZ, Scion FR-S y Toyota FT-86. Construida con aluminio billet liviano, mecanizada por CNC con anodizado dorado, la polea liviana Tomioka Racing reduce efectivamente el peso de las poleas de f&aacute;brica en m&aacute;s del 60%, lo que permite que el motor b&oacute;xer gire m&aacute;s libremente para producir m&aacute;s potencia y revoluciones. Las pruebas Dyno muestran una ganancia de potencia de 10 WHP* (caballos de fuerza en las ruedas) al reemplazar las poleas de f&aacute;brica. Las poleas Tomioka Racing son 100% atornilladas para una instalaci&oacute;n sencilla. Las poleas livianas est&aacute;n disponibles como unidad individual o como juego de 3 poleas.</p>
<p>Aplicaciones:</p>
<ul>
<li>Subaru BRZ B4 2.0L 2012+</li>
</ul>",,,/kit-de-poleas-aligeradas-subaru-brz-2-0l-13/,,,,,,,,FALSE,400.00,,,,4.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/460/images/995/TM2046_2__38547.1729982514.386.513.jpg?c=1,,,FALSE,1,,,,
Image,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/460/images/996/TM2046_1__68554.1729982560.386.513.jpg?c=1,,,TRUE,0,,,,
Product,461,"Faros LED S2 Pro de reversa luz blanca universal",physical,487807,,product,2,1,10790.00,0.00,0.00,9630.00,101,1;769857,306,"<p style=""text-align: justify;"">La luz LED S2 Pro ofrece unos incre&iacute;bles 2450 l&uacute;menes en una peque&ntilde;a carcasa de 3 x 2 pulgadas; El S2 Pro es literalmente la luz LED m&aacute;s brillante del mercado. El S2 Pro se puede montar donde las luces tradicionales nunca encajar&iacute;an. Adem&aacute;s, solo consume 24 vatios, por lo que su sistema el&eacute;ctrico apenas notar&aacute; que est&aacute; ah&iacute;. &iexcl;Este LED es perfecto para todas tus aventuras!</p>
<p style=""text-align: justify;"">Luz diurna de 5000K: menos fatiga del conductor, color natural.</p>
<p style=""text-align: justify;"">Aplicaciones:</p>
<ul>
<li style=""text-align: justify;"">Universal</li>
</ul>",,,/s2-pro-kit-de-faros-led-de-reversa-en-negro-universal/,,,,,,,,FALSE,300.00,,,,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/461/images/998/487807__42686.1730067223.386.513.jpg?c=1,,,TRUE,0,,,,
Product,462,"Turbo TR GTX29 doble balero cerámico Subaru Forester/WRX 2015+ FA20DIT 600HP",physical,TS1052,,product,2,1,49610.00,0.00,0.00,44480.00,100,1;769857,296;243,"<p style=""text-align: justify;"">El turbo GTX29 de pr&oacute;xima generaci&oacute;n para el motor Subaru FA20DIT presenta una turbina un 8% m&aacute;s grande en comparaci&oacute;n con la versi&oacute;n anterior. Adem&aacute;s, el turbo tambi&eacute;n presenta un nuevo dise&ntilde;o de rodamiento de bolas cer&aacute;mico doble respecto a su generaci&oacute;n anterior. En el lado del compresor, la rueda de palanquilla est&aacute; fresada puntualmente para mejorar el flujo de aire y reducir la turbulencia con la tuerca de bloqueo de bala. Este turbo es perfecto para usuarios que buscan un turbo de bobina r&aacute;pida, ganar en la banda de potencia general y potencia m&aacute;xima para el turbo Subaru FA20DIT. Todos los accesorios y juntas necesarios est&aacute;n incluidos en la caja para que el proceso de instalaci&oacute;n sea sencillo.</p>
<p style=""text-align: justify;"">Rendimiento:</p>
<p style=""text-align: justify;"">Capaz de generar hasta +600HP en conjunto con diversas mejoras para la misma plataforma.</p>
<p>Aplicaciones:</p>
<ul>
<li>Subaru Forester 2.0 DIT 2014+</li>
<li>Subaru Impreza WRX 2.0 DIT 2015+</li>
</ul>",,,/turbo-tr-gtx29-doble-balero-ceramico-subaru-forester-wrx-2015-fa20dit-600hp/,,,,,,,,FALSE,1200.00,,,,10.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/462/images/999/TS1052_1__52193.1730089693.386.513.jpg?c=1,,,TRUE,0,,,,
Image,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/462/images/1000/TS1052_2__98190.1730089693.386.513.jpg?c=1,,,FALSE,1,,,,
Product,463,"Turbo TR GTX2971 twin scroll Subaru Impreza WRX/STi 02+ 500HP",physical,TS1047-1.3,,product,2,1,43410.00,0.00,0.00,38920.00,100,1;769857,296;243,"<p style=""text-align: justify;"">&iexcl;Presentamos el Twin Scroll GTX2971 para Subaru 02-07 WRX y 04-18 STi! Al igual que la GTX2971R, esta edici&oacute;n de doble desplazamiento cuenta con un cartucho con rodamiento de bolas, una rueda de compresor de palanquilla y una carcasa de 10 cm2. Gracias a la rueda del compresor de palanquilla, el peso total de la rueda es m&aacute;s liviano que el de los turbocompresores de la competencia y permite un flujo de aire m&aacute;ximo en toda la unidad con la ayuda del fresado puntual en cada aspa. Un dise&ntilde;o &uacute;nico de rueda y aspas, que presenta una rueda un 20 % m&aacute;s grande con aspas un 17 % m&aacute;s largas que el turbocompresor de f&aacute;brica. Adem&aacute;s, la GTX2971 cuenta con un puerto y una carcasa de escape pulida para minimizar la turbulencia del flujo de escape. Todo el hardware est&aacute; incluido con la compra.</p>
<p style=""text-align: justify;"">Rendimiento:</p>
<p style=""text-align: justify;"">Capaz de generar hasta +500HP en conjunto con diversas mejoras para la misma plataforma.</p>
<p>Aplicaciones:</p>
<ul>
<li>Subaru Impreza WRX 2.5T 2002-2007</li>
<li>Subaru Impreza STi 2.5T 2004-2021</li>
</ul>",,,/turbo-tr-gtx2971-twin-scroll-subaru-impreza-wrx-sti-02-500hp/,,,,,,,,FALSE,1200.00,,,,10.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/463/images/1001/TS1047-1.3_2__54504.1730089960.386.513.jpg?c=1,,,FALSE,1,,,,
Image,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/463/images/1002/TS1047-1.3_1__87404.1730089960.386.513.jpg?c=1,,,TRUE,0,,,,
Product,464,"Turbo TR GTX3076 twin scroll Subaru Impreza WRX/STi 02+ 550HP",physical,TS1046-1.3,,product,2,1,50430.00,0.00,0.00,45210.00,100,1;769857,296;243,"<p style=""text-align: justify;"">&iexcl;Presentamos la GTX3076! Con un cartucho con rodamiento de bolas, el GTX3076 permite una respuesta del acelerador excepcionalmente n&iacute;tida y fuerte junto con un bobinado m&aacute;s r&aacute;pido. Tambi&eacute;n equipada con una rueda de compresor de palanquilla, el peso total de la rueda es m&aacute;s liviano que el de otras ruedas con turbocompresor y permite m&aacute;s espacio para el flujo de aire. Gracias a la construcci&oacute;n de palanquilla de las exclusivas aspas TR, la durabilidad es inigualable y mantiene la GTX30 funcionando durante muchos a&ntilde;os. Una novedad en los turbocompresores TR GTX2971 y GTX3076 son las aspas fresadas puntualmente, que permiten llegar a todos los lugares peque&ntilde;os entre las aspas para crear una superficie que proporcione el m&aacute;ximo flujo desde el dise&ntilde;o de la rueda. Adem&aacute;s, la GTX3076 cuenta con un puerto y una carcasa de escape pulida para minimizar la turbulencia del flujo de escape. Este turbo es perfecto para usuarios que buscan un funcionamiento r&aacute;pido y presiones de sobrealimentaci&oacute;n moderadamente altas. Todos los accesorios y juntas necesarios est&aacute;n incluidos en la caja para que el proceso de instalaci&oacute;n sea sencillo.</p>
<p style=""text-align: justify;"">Rendimiento:</p>
<p style=""text-align: justify;"">Capaz de generar hasta +550HP en conjunto con diversas mejoras para la misma plataforma.</p>
<p>Aplicaciones:</p>
<ul>
<li>Subaru Impreza WRX 2.5T 2002-2007</li>
<li>Subaru Impreza STi 2.5T 2004-2021</li>
</ul>",,,/turbo-tr-gtx3076-twin-scroll-subaru-impreza-wrx-sti-02-550hp/,,,,,,,,FALSE,1200.00,,,,10.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/464/images/1003/TS1046-1.3_3__71905.1730090170.386.513.jpg?c=1,,,FALSE,1,,,,
Image,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/464/images/1004/TS1046-1.3_1__66626.1730090170.386.513.jpg?c=1,,,TRUE,0,,,,
Image,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/464/images/1005/TS1046-1.3_2__86832.1730090170.386.513.jpg?c=1,,,FALSE,2,,,,
Product,465,"Twin Turbo TR 15T BMW N54 720HP",physical,TW2004,,product,2,1,55800.00,0.00,0.00,50030.00,100,1;769857,296;245,"<p style=""text-align: justify;"">&iexcl;No busques m&aacute;s para tu actualizaci&oacute;n turbo BMW N54! TR ofrece tres tama&ntilde;os diferentes para sus necesidades de actualizaci&oacute;n turbo BMW N54. Construidos desde cero, los turbos TR N54 son completamente nuevos y no hay necesidad de enviar sus turbos viejos. Las tres variaciones de los turbos TR N54 vienen con nuevos colectores de escape para reemplazar el colector de escape de f&aacute;brica, as&iacute; como carcasas de escape turbo de acero inoxidable. La actualizaci&oacute;n turbo m&aacute;s peque&ntilde;a (15T) del N54 tiene una potencia m&aacute;xima de 720 HP y la actualizaci&oacute;n turbo m&aacute;s grande (19T) tiene una potencia de 830 HP con las modificaciones de soporte adecuadas. &iexcl;TR ofrece el mejor valor para la actualizaci&oacute;n turbo de su BMW N54!</p>
<p style=""text-align: justify;"">Cada uno de los turbos cuenta con una carcasa de escape de acero inoxidable TD04 con una rueda de turbina de 11 palas y un patr&oacute;n de rueda de compresor de 6+6 palanquillas. La carcasa del cojinete giratorio central est&aacute; dise&ntilde;ada para funcionar con l&iacute;neas de aceite y l&iacute;neas de refrigerante de f&aacute;brica. La carcasa del compresor est&aacute; mecanizada para aceptar la rueda del compresor m&aacute;s grande y adaptarse a un mayor flujo de aire. Tenga en cuenta que este no es un turbo h&iacute;brido donde se utilizan carcasas y ejes de tama&ntilde;o de f&aacute;brica con ruedas de turbina y compresor m&aacute;s grandes. Todos los componentes, incluidos los internos, de estos turbos se han actualizado y son m&aacute;s grandes que los de f&aacute;brica, manteniendo al mismo tiempo las caracter&iacute;sticas atornilladas de f&aacute;brica.</p>
<p style=""text-align: justify;"">Rendimiento:</p>
<p style=""text-align: justify;"">Capaz de generar hasta +720HP en conjunto con diversas mejoras para la misma plataforma.</p>
<p>Aplicaciones:</p>
<ul>
<li><span>BMW </span>E90/E91/E92/E93<span>&nbsp;</span>335i 2006&ndash;2010</li>
<li><span>BMW </span>E60/E61<span>&nbsp;</span>535i 2007&ndash;2010</li>
<li><span>BMW </span>E82/E88<span>&nbsp;</span>135i 2007&ndash;2010</li>
<li><span>BMW </span>E71 X6<span>&nbsp;</span>xDrive35i 2008&ndash;2010</li>
<li><span>BMW </span>E89 Z4<span>&nbsp;</span>sDrive35i 2009&ndash;2016</li>
<li><span>BMW </span>F01<span>&nbsp;</span>740i 2008&ndash;2012</li>
<li><span>BMW </span>E92/E93<span>&nbsp;</span>335is 2011&ndash;2013</li>
<li><span>BMW </span>E82 1 Series M Coupe 2011</li>
<li><span>BMW </span>E89<span>&nbsp;</span>Z4 sDrive35i 2011&ndash;2016</li>
</ul>",,,/twin-turbo-tr-15t-bmw-n54-720hp/,,,,,,,,FALSE,1200.00,,,,10.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/465/images/1006/TW2004_2__36707.1730090586.386.513.jpg?c=1,,,FALSE,1,,,,
Image,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/465/images/1007/TW2004_1__22869.1730090586.386.513.jpg?c=1,,,FALSE,2,,,,
Image,1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-jgugrzh88o/products/465/images/1008/TW2004_3__11053.1730090586.386.513.jpg?c=1,,,TRUE,0,,,,
